Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TBBAV,TBQAV,Ignore
2024-11-15 17:00:00,90377.89,91461.01,90324.85,91447.98,3159.42709,2024-11-15 17:59:59.999,287470089.0771169,449349.0,1696.15502,154351516.5099052,0.0
2024-11-15 18:00:00,91447.99,91830.35,91067.6,91678.78,2173.04829,2024-11-15 18:59:59.999,198580198.1943284,268342.0,1104.20657,100925168.0512678,0.0
2024-11-15 19:00:00,91678.78,91850.0,91033.66,91208.0,1278.88642,2024-11-15 19:59:59.999,116840919.2444253,186164.0,575.74385,52602476.9736311,0.0
2024-11-15 20:00:00,91208.0,91450.0,90866.72,91032.07,1182.96557,2024-11-15 20:59:59.999,107822343.439362,144875.0,611.36336,55722198.8927037,0.0
2024-11-15 21:00:00,91032.08,91348.5,90850.0,91000.0,1330.88177,2024-11-15 21:59:59.999,121160603.2552103,277586.0,696.2167,63383467.9114627,0.0
2024-11-15 22:00:00,91000.0,91442.11,90942.42,91249.29,919.75125,2024-11-15 22:59:59.999,83925696.4475371,231352.0,503.85016,45978460.5015025,0.0
2024-11-15 23:00:00,91249.3,91709.06,91151.51,91405.54,1116.54026,2024-11-15 23:59:59.999,102136684.2667648,220081.0,569.24574,52068616.5106957,0.0
2024-11-16 00:00:00,91405.54,91597.08,91053.48,91252.03,882.78064,2024-11-16 00:59:59.999,80604362.4479664,208407.0,450.1295,41104419.6839854,0.0
2024-11-16 01:00:00,91252.04,91400.0,91064.24,91269.69,674.33101,2024-11-16 01:59:59.999,61492869.0108536,170902.0,304.97251,27810606.8039807,0.0
2024-11-16 02:00:00,91269.7,91779.66,91144.74,91350.34,837.02267,2024-11-16 02:59:59.999,76560610.9812293,183130.0,488.06435,44644225.9147825,0.0
2024-11-16 03:00:00,91350.34,91447.74,91149.76,91192.0,799.84039,2024-11-16 03:59:59.999,73016111.3445015,188136.0,411.38949,37556001.6307938,0.0
2024-11-16 04:00:00,91192.0,91388.45,91068.19,91117.53,717.08105,2024-11-16 04:59:59.999,65407379.6122102,123131.0,315.52965,28779203.8980926,0.0
2024-11-16 05:00:00,91117.52,91430.0,91025.11,91425.98,991.0455,2024-11-16 05:59:59.999,90461250.4786798,123120.0,612.54657,55918808.6715595,0.0
2024-11-16 06:00:00,91425.98,91428.0,91199.18,91235.24,723.99711,2024-11-16 06:59:59.999,66114733.9233595,125380.0,347.98231,31776067.0987482,0.0
2024-11-16 07:00:00,91235.23,91598.13,91220.15,91393.93,1068.90218,2024-11-16 07:59:59.999,97753412.0259735,161693.0,596.19586,54528795.5883066,0.0
2024-11-16 08:00:00,91393.94,91423.33,90993.15,91169.69,1188.75818,2024-11-16 08:59:59.999,108401233.0281007,190891.0,536.9322,48964058.2547701,0.0
2024-11-16 09:00:00,91169.69,91320.0,90500.0,90894.74,1543.84482,2024-11-16 09:59:59.999,140291682.1334522,261061.0,674.53647,61302832.3506148,0.0
2024-11-16 10:00:00,90894.75,91190.0,90684.21,90755.99,838.5499,2024-11-16 10:59:59.999,76260368.771711,166479.0,485.38732,44146550.9668431,0.0
2024-11-16 11:00:00,90756.0,91074.22,90608.8,90968.0,856.47747,2024-11-16 11:59:59.999,77853421.9624381,185890.0,468.47885,42589697.414907,0.0
2024-11-16 12:00:00,90968.01,91016.93,90056.17,90521.2,2183.32434,2024-11-16 12:59:59.999,197545913.4773858,308218.0,960.09731,86893668.3796654,0.0
2024-11-16 13:00:00,90521.2,90865.48,90186.64,90612.65,1292.44473,2024-11-16 13:59:59.999,117084829.5406143,228998.0,750.82916,68037416.8860966,0.0
2024-11-16 14:00:00,90612.64,91000.0,90505.39,90904.03,693.43545,2024-11-16 14:59:59.999,62984904.1423265,140662.0,357.15097,32437596.3116677,0.0
2024-11-16 15:00:00,90904.02,91396.03,90840.0,91303.04,840.12951,2024-11-16 15:59:59.999,76605368.1501913,135106.0,470.45507,42890189.8114,0.0
2024-11-16 16:00:00,91303.04,91332.0,90949.61,91100.24,640.3715,2024-11-16 16:59:59.999,58341078.0059351,114611.0,301.10022,27430592.994048,0.0
2024-11-16 17:00:00,91100.23,91181.82,90670.6,90752.01,672.80452,2024-11-16 17:59:59.999,61151476.6481543,140867.0,292.15766,26553785.5419335,0.0
2024-11-16 18:00:00,90752.01,91067.67,90702.0,90993.5,519.9409,2024-11-16 18:59:59.999,47282380.3633918,106223.0,269.44034,24503077.6273812,0.0
2024-11-16 19:00:00,90993.49,91000.0,90300.0,90328.39,697.50998,2024-11-16 19:59:59.999,63240185.4612636,73085.0,262.45551,23795705.3889238,0.0
2024-11-16 20:00:00,90328.39,90651.98,90328.0,90586.92,688.11176,2024-11-16 20:59:59.999,62281956.4255966,174446.0,371.16974,33592854.8607847,0.0
2024-11-16 21:00:00,90587.98,90888.0,90576.0,90808.0,501.8679,2024-11-16 21:59:59.999,45547040.044047,174897.0,249.2865,22623712.4899463,0.0
2024-11-16 22:00:00,90808.0,90876.81,90001.0,90272.74,1256.20862,2024-11-16 22:59:59.999,113499021.0070473,252993.0,508.50039,45949870.4832781,0.0
2024-11-16 23:00:00,90272.73,90272.74,89364.0,90024.01,2502.31411,2024-11-16 23:59:59.999,224597399.1425192,466897.0,1113.5248,99931033.4674084,0.0
2024-11-17 00:00:00,90024.02,90247.86,89775.37,90247.86,690.33334,2024-11-17 00:59:59.999,62147929.7397642,207651.0,326.28952,29377530.167109,0.0
2024-11-17 01:00:00,90247.86,90681.37,90158.56,90576.0,1106.20149,2024-11-17 01:59:59.999,100041516.7077036,276968.0,539.99061,48836952.9957987,0.0
2024-11-17 02:00:00,90576.01,90888.0,90374.45,90470.13,676.89936,2024-11-17 02:59:59.999,61345057.4571985,188655.0,313.12016,28383540.4681791,0.0
2024-11-17 03:00:00,90470.13,90769.99,90369.72,90645.44,518.74589,2024-11-17 03:59:59.999,46994470.6551364,123299.0,273.59848,24787152.9860727,0.0
2024-11-17 04:00:00,90645.44,90666.67,90368.0,90550.8,672.2689,2024-11-17 04:59:59.999,60857867.0964335,126357.0,350.9797,31776311.3278615,0.0
2024-11-17 05:00:00,90550.8,91050.01,90478.99,90985.11,1120.60865,2024-11-17 05:59:59.999,101673305.9167018,208487.0,648.8601,58879028.7154561,0.0
2024-11-17 06:00:00,90985.11,91449.99,90968.8,91295.24,1069.2219,2024-11-17 06:59:59.999,97531713.1952311,235608.0,674.23828,61500396.16459,0.0
2024-11-17 07:00:00,91295.24,91330.88,90882.74,91056.0,541.78681,2024-11-17 07:59:59.999,49383188.3533813,156541.0,247.59736,22573996.5229532,0.0
2024-11-17 08:00:00,91055.99,91076.0,90508.0,90684.19,1197.47782,2024-11-17 08:59:59.999,108652693.7454583,233930.0,635.74174,57684637.1867213,0.0
2024-11-17 09:00:00,90684.19,91189.88,90632.0,91080.68,972.81942,2024-11-17 09:59:59.999,88466751.5390491,183251.0,582.93638,53015296.8979687,0.0
2024-11-17 10:00:00,91080.68,91112.0,90310.0,90504.01,1124.65301,2024-11-17 10:59:59.999,101962644.6656434,219474.0,495.20847,44894724.065039,0.0
2024-11-17 11:00:00,90504.02,90765.96,89925.91,90310.91,1342.19407,2024-11-17 11:59:59.999,121175238.7663424,228752.0,677.40062,61153545.7900433,0.0
2024-11-17 12:00:00,90310.92,90587.99,90114.5,90260.01,727.14765,2024-11-17 12:59:59.999,65705913.3292721,162349.0,367.50401,33210301.1505667,0.0
2024-11-17 13:00:00,90260.01,90523.45,90076.29,90446.92,733.62749,2024-11-17 13:59:59.999,66248309.5008855,146669.0,432.85633,39091582.7452492,0.0
2024-11-17 14:00:00,90446.91,90640.18,90150.23,90578.66,731.60128,2024-11-17 14:59:59.999,66165671.7495249,130751.0,404.67468,36599248.8426105,0.0
2024-11-17 15:00:00,90578.66,90616.78,89832.44,89936.0,852.41957,2024-11-17 15:59:59.999,76809749.1155124,192552.0,402.45119,36259875.5143447,0.0
2024-11-17 16:00:00,89936.0,90140.0,89664.34,90044.0,794.74329,2024-11-17 16:59:59.999,71455021.3266121,170660.0,350.05478,31476075.8578701,0.0
2024-11-17 17:00:00,90044.0,90212.13,89500.0,89636.0,984.0257,2024-11-17 17:59:59.999,88335657.551485,199962.0,456.8903,41018750.1889316,0.0
2024-11-17 18:00:00,89636.0,89748.02,89002.08,89137.98,1208.84489,2024-11-17 18:59:59.999,108078533.5860825,217975.0,520.84648,46580515.6210835,0.0
2024-11-17 19:00:00,89137.97,89647.84,88722.0,89556.0,1526.58089,2024-11-17 19:59:59.999,136227593.5567055,231170.0,733.81694,65507433.3809668,0.0
2024-11-17 20:00:00,89556.0,89863.99,89316.98,89855.99,1014.96404,2024-11-17 20:59:59.999,90969437.0626577,194871.0,546.41445,48983307.6438453,0.0
2024-11-17 21:00:00,89855.98,90120.74,89617.96,89940.0,744.60437,2024-11-17 21:59:59.999,66936510.734423,259530.0,402.92357,36222677.0512582,0.0
2024-11-17 22:00:00,89940.0,90935.44,89894.38,90747.57,1089.21916,2024-11-17 22:59:59.999,98639660.6980134,308345.0,573.66035,51937773.1670657,0.0
2024-11-17 23:00:00,90747.57,90847.61,90405.01,90493.89,733.42403,2024-11-17 23:59:59.999,66459013.0760944,211779.0,388.43094,35202411.5726181,0.0
2024-11-18 00:00:00,90493.88,90536.0,90300.0,90340.5,346.86686,2024-11-18 00:59:59.999,31362837.9893051,88061.0,135.07197,12213138.0873137,0.0
