Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TBBAV,TBQAV,Ignore
2024-11-04 19:00:00,67120.56,68106.07,67059.9,67920.01,1854.74227,2024-11-04 19:59:59.999,125437550.5063128,185540.0,1054.14873,71285473.7184032,0.0
2024-11-04 20:00:00,67920.0,68030.0,67639.9,67850.01,850.68284,2024-11-04 20:59:59.999,57716353.0279881,149948.0,387.12409,26265325.7912812,0.0
2024-11-04 21:00:00,67850.01,68180.0,67788.0,68030.0,1005.35361,2024-11-04 21:59:59.999,68377627.7902372,182330.0,550.76592,37460613.6167951,0.0
2024-11-04 22:00:00,68030.0,68097.07,67476.63,67997.31,1419.80695,2024-11-04 22:59:59.999,96307896.7326566,244160.0,676.54666,45896761.124272,0.0
2024-11-04 23:00:00,67997.32,68075.48,67830.0,67880.77,561.13281,2024-11-04 23:59:59.999,38136712.9901671,146610.0,306.59193,20836574.0624784,0.0
2024-11-05 00:00:00,67880.78,68255.0,67880.0,68243.0,645.01015,2024-11-05 00:59:59.999,43904422.85156,122358.0,377.95102,25725799.1478756,0.0
2024-11-05 01:00:00,68243.01,68500.0,68218.51,68323.01,779.42197,2024-11-05 01:59:59.999,53295968.9934143,136860.0,378.48573,25880906.4625152,0.0
2024-11-05 02:00:00,68323.0,68796.88,68300.0,68741.5,926.41824,2024-11-05 02:59:59.999,63476000.1165407,130550.0,536.81786,36794886.9283682,0.0
2024-11-05 03:00:00,68741.5,68803.04,68565.99,68779.9,765.15263,2024-11-05 03:59:59.999,52556783.3909172,118123.0,361.13618,24808835.7686548,0.0
2024-11-05 04:00:00,68779.91,68976.0,68570.24,68893.99,1056.69164,2024-11-05 04:59:59.999,72690136.2715293,155535.0,604.90454,41618966.1807677,0.0
2024-11-05 05:00:00,68894.0,69050.0,68786.0,69038.01,814.59939,2024-11-05 05:59:59.999,56128983.0688964,154168.0,436.51438,30077426.000983,0.0
2024-11-05 06:00:00,69038.0,69100.0,68741.36,68776.49,1051.95627,2024-11-05 06:59:59.999,72509411.0170393,148420.0,470.38603,32417941.2587248,0.0
2024-11-05 07:00:00,68776.49,68855.5,68615.11,68764.29,677.27967,2024-11-05 07:59:59.999,46554979.6547442,100140.0,311.14239,21387231.587882,0.0
2024-11-05 08:00:00,68764.29,68964.0,68758.47,68810.03,561.30189,2024-11-05 08:59:59.999,38642314.4674623,110565.0,242.04415,16664103.1299501,0.0
2024-11-05 09:00:00,68810.03,68948.0,68666.0,68865.09,746.12058,2024-11-05 09:59:59.999,51335285.9448109,123965.0,307.78651,21176482.5435743,0.0
2024-11-05 10:00:00,68865.09,68914.02,68671.98,68820.0,768.66425,2024-11-05 10:59:59.999,52875489.804467,156589.0,436.19893,30005258.7049297,0.0
