Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TBBAV,TBQAV,Ignore
2024-10-05 21:00:00,62058.01,62975.0,61798.97,62819.91,8906.86177,2024-10-06 20:59:59.999,555669634.4773514,1556553.0,4798.29924,299426562.8303448,0.0
2024-10-06 21:00:00,62819.91,64478.19,62128.0,62224.0,25966.1852,2024-10-07 20:59:59.999,1646315506.5791945,4809342.0,12760.73415,809108823.5126126,0.0
2024-10-07 21:00:00,62224.01,63200.0,61860.31,62160.49,19702.22371,2024-10-08 20:59:59.999,1230076253.818657,3798438.0,9614.36947,600357593.787378,0.0
2024-10-08 21:00:00,62160.5,62543.75,60301.0,60636.02,20011.15684,2024-10-09 20:59:59.999,1234778807.5932417,3668363.0,9454.70171,583725546.0309885,0.0
2024-10-09 21:00:00,60636.01,61321.68,58946.0,60326.39,23967.92481,2024-10-10 20:59:59.999,1445604381.9363792,3872577.0,10827.77272,653182369.9427671,0.0
2024-10-10 21:00:00,60326.4,63417.56,60087.64,62540.0,23641.35209,2024-10-11 20:59:59.999,1462219576.849865,3222180.0,12099.56755,748431117.9165705,0.0
2024-10-11 21:00:00,62539.99,63480.0,62487.23,63206.22,10911.30116,2024-10-12 20:59:59.999,686978508.9887543,1770837.0,5196.91695,327263147.4760401,0.0
2024-10-12 21:00:00,63206.23,63285.72,62050.0,62870.02,11909.21995,2024-10-13 20:59:59.999,746564374.2082387,2242529.0,5855.04617,367046338.9194209,0.0
2024-10-13 21:00:00,62870.02,66500.0,62457.81,66083.99,37669.95222,2024-10-14 20:59:59.999,2450094472.813545,4977577.0,19941.11906,1297062359.2474864,0.0
2024-10-14 21:00:00,66084.0,67950.0,64800.01,67074.14,43683.95423,2024-10-15 20:59:59.999,2894021862.319518,6245619.0,21820.682,1446378130.5659852,0.0
2024-10-15 21:00:00,67074.14,68424.0,66750.49,67620.01,29938.25544,2024-10-16 20:59:59.999,2024560410.1062675,5109685.0,15212.87402,1029210667.4758284,0.0
2024-10-16 21:00:00,67620.0,67939.4,66666.0,67421.78,25328.22861,2024-10-17 20:59:59.999,1702164439.5654595,3981960.0,12153.94712,816887407.4042379,0.0
2024-10-17 21:00:00,67421.78,69000.0,67192.36,68428.0,28725.635,2024-10-18 20:59:59.999,1959735899.8769643,4010969.0,14218.1785,970440964.2668117,0.0
2024-10-18 21:00:00,68427.99,68693.26,68010.0,68378.0,8193.66737,2024-10-19 20:59:59.999,559628628.9613105,1152428.0,4071.19627,278085065.5176925,0.0
2024-10-19 21:00:00,68377.99,69400.0,68100.0,69031.99,12442.47378,2024-10-20 20:59:59.999,854082429.8105861,1563795.0,6772.92574,465001555.930983,0.0
2024-10-20 21:00:00,69032.0,69519.52,66840.67,67377.5,31374.42184,2024-10-21 20:59:59.999,2130833593.5466976,3686777.0,13593.60828,923860758.4208844,0.0
2024-10-21 21:00:00,67377.5,67836.01,66571.42,67426.0,24598.96268,2024-10-22 20:59:59.999,1654285791.6605556,3669291.0,12400.51857,834160889.2398736,0.0
2024-10-22 21:00:00,67426.01,67472.83,65260.0,66668.65,25530.2407,2024-10-23 20:59:59.999,1695101430.9187467,3807365.0,11888.33995,789384635.110686,0.0
2024-10-23 21:00:00,66668.65,68850.0,66510.0,68198.28,22589.83877,2024-10-24 20:59:59.999,1526736320.912938,3797462.0,11502.58514,777936396.524746,0.0
2024-10-24 21:00:00,68198.27,68771.49,65596.29,66698.33,34479.71125,2024-10-25 20:59:59.999,2320667435.293254,5332593.0,16031.032,1079347459.1549635,0.0
2024-10-25 21:00:00,66698.32,67454.55,66439.9,67092.76,11842.9077,2024-10-26 20:59:59.999,792887047.147892,2373501.0,6069.18986,406369780.1532944,0.0
2024-10-26 21:00:00,67092.76,68332.05,66913.73,68021.7,8653.19592,2024-10-27 20:59:59.999,585006148.4704809,1771989.0,4417.7362,298699666.9984393,0.0
2024-10-27 21:00:00,68021.69,70270.0,67618.0,69962.21,29046.75459,2024-10-28 20:59:59.999,2005105729.8174448,4432446.0,15218.34976,1051606096.4298259,0.0
2024-10-28 21:00:00,69962.21,73620.12,69760.0,72736.42,50128.60594,2024-10-29 20:59:59.999,3602465986.8917575,5645430.0,26898.46516,1932608784.1630373,0.0
2024-10-29 21:00:00,72736.41,72961.0,71436.0,72344.74,26885.99056,2024-10-30 20:59:59.999,1941210537.2882867,4040734.0,13487.21433,973898183.7467278,0.0
2024-10-30 21:00:00,72344.75,72700.0,69685.76,70292.01,29352.10297,2024-10-31 20:59:59.999,2091144977.4946847,4525542.0,14205.13879,1012048241.8498938,0.0
2024-10-31 21:00:00,70292.01,71632.95,68820.14,69496.01,38301.86755,2024-11-01 20:59:59.999,2677358022.00497,4569271.0,18044.1622,1261663986.7596903,0.0
2024-11-01 21:00:00,69496.0,69914.37,69000.14,69374.74,10521.67243,2024-11-02 20:59:59.999,731232427.6311548,1603561.0,5227.50713,363370734.8158011,0.0
2024-11-02 21:00:00,69374.74,69391.0,67478.73,68775.99,24995.70243,2024-11-03 20:59:59.999,1709666206.4062023,3668029.0,12277.58177,839939073.1389577,0.0
2024-11-03 21:00:00,68775.99,69500.0,66835.0,67850.01,29800.39187,2024-11-04 20:59:59.999,2033902307.0027761,5377048.0,14927.24077,1019257547.5246849,0.0
2024-11-04 21:00:00,67850.01,70577.91,67476.63,69372.01,33355.06888,2024-11-05 20:59:59.999,2310418908.069922,4955644.0,17059.88663,1181816730.9237833,0.0
2024-11-05 21:00:00,69372.01,76400.0,69298.0,75571.99,104126.994787,2024-11-06 20:59:59.999,7702283270.258009,8434184.0,53243.884427,3938516657.2327332,0.0
2024-11-06 21:00:00,75571.99,76849.99,74416.0,75857.89,44869.422345,2024-11-07 20:59:59.999,3391796661.9719553,5207722.0,21805.460295,1648278335.300733,0.0
2024-11-07 21:00:00,75857.89,77199.99,75555.0,76509.78,36521.099583,2024-11-08 20:59:59.999,2784449097.5315185,4877489.0,17555.393633,1339019332.1967125,0.0
2024-11-08 21:00:00,76509.78,76900.0,75714.66,76677.46,16942.07915,2024-11-09 20:59:59.999,1294709001.60289,2585264.0,8032.79327,614028515.3001705,0.0
2024-11-09 21:00:00,76677.46,81500.0,76492.0,80370.01,61830.100435,2024-11-10 20:59:59.999,4905441473.900737,7128598.0,32751.012177,2597409399.234963,0.0
2024-11-10 21:00:00,80370.01,89530.54,80216.01,88647.99,82323.665776,2024-11-11 20:59:59.999,6944268709.942721,9348890.0,42837.295314,3613896167.371912,0.0
2024-11-11 21:00:00,88648.0,89940.0,85072.0,87952.01,97299.887911,2024-11-12 20:59:59.999,8540084566.279819,11499058.0,49589.333451,4353451682.829404,0.0
2024-11-12 21:00:00,87952.0,93265.64,86127.99,90375.2,86763.854127,2024-11-13 20:59:59.999,7790928962.043038,11962100.0,44342.329327,3983689817.4014444,0.0
2024-11-13 21:00:00,90375.21,91790.0,86668.21,87325.59,56729.51086,2024-11-14 20:59:59.999,5073860815.928665,9828858.0,27940.856,2499212755.773147,0.0
2024-11-14 21:00:00,87325.59,91850.0,87073.38,91032.07,47927.95068,2024-11-15 20:59:59.999,4276238971.1814294,8009111.0,24800.61087,2213154236.5096154,0.0
2024-11-15 21:00:00,91032.08,91779.66,90056.17,90586.92,22717.87689,2024-11-16 20:59:59.999,2067958511.9048474,4239455.0,11496.31366,1046686701.0029461,0.0
2024-11-16 21:00:00,90587.98,91449.99,88722.0,89855.99,23867.55609,2024-11-17 20:59:59.999,2153871724.810395,4930719.0,11852.78227,1070094820.6738938,0.0
2024-11-17 21:00:00,89855.98,92594.0,89376.9,90464.08,46545.03448,2024-11-18 20:59:59.999,4239909950.661894,7161125.0,23628.87098,2153158394.316311,0.0
2024-11-18 21:00:00,90464.07,91243.63,90357.0,91130.17,2510.83917,2024-11-19 20:59:59.999,228160063.7065656,390981.0,1354.43012,123071785.1043277,0.0
