Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TBBAV,TBQAV,Ignore
2024-10-29 23:00:00,72415.36,72634.5,72330.0,72342.99,791.25703,2024-10-29 23:59:59.999,57358306.0677802,102731.0,413.22259,29958927.9196785,0.0
2024-10-30 00:00:00,72342.99,72482.12,72171.47,72234.0,904.95499,2024-10-30 00:59:59.999,65415035.1871658,87000.0,421.98702,30499395.7308649,0.0
2024-10-30 01:00:00,72234.0,72350.0,72187.55,72282.0,607.31878,2024-10-30 01:59:59.999,43885409.0389788,59694.0,237.21314,17139142.7828888,0.0
2024-10-30 02:00:00,72281.99,72513.03,72268.0,72498.0,1032.61237,2024-10-30 02:59:59.999,74804441.8791697,68202.0,537.09806,38909530.1883298,0.0
2024-10-30 03:00:00,72498.0,72610.0,72306.31,72306.31,781.27626,2024-10-30 03:59:59.999,56607685.040465,87483.0,319.75243,23173052.3010499,0.0
2024-10-30 04:00:00,72306.32,72445.63,72100.0,72227.99,644.66298,2024-10-30 04:59:59.999,46585443.2014836,72417.0,226.80566,16385645.3774373,0.0
2024-10-30 05:00:00,72227.99,72542.2,72211.59,72241.35,766.37279,2024-10-30 05:59:59.999,55481311.9623147,105598.0,370.17973,26806259.7997082,0.0
2024-10-30 06:00:00,72241.35,72588.0,72224.31,72576.01,669.47116,2024-10-30 06:59:59.999,48491291.5796305,127465.0,388.77519,28157321.1343861,0.0
2024-10-30 07:00:00,72576.02,72604.97,72369.0,72378.02,806.77509,2024-10-30 07:59:59.999,58463721.3024694,113346.0,490.5137,35545275.0206677,0.0
2024-10-30 08:00:00,72378.02,72378.02,71926.82,71983.99,1006.6085,2024-10-30 08:59:59.999,72648536.7667017,150042.0,420.51395,30353446.5486004,0.0
2024-10-30 09:00:00,71984.0,72140.34,71750.04,71862.17,1946.32423,2024-10-30 09:59:59.999,140039427.8096451,286642.0,922.90568,66413448.0693935,0.0
2024-10-30 10:00:00,71862.17,72100.0,71436.0,71966.0,2218.00998,2024-10-30 10:59:59.999,159143258.1892359,398289.0,1166.28419,83695408.0979741,0.0
2024-10-30 11:00:00,71966.0,72470.0,71932.0,72411.79,2024.37063,2024-10-30 11:59:59.999,146186630.3232995,427458.0,1173.05137,84718301.3966632,0.0
2024-10-30 12:00:00,72411.79,72440.0,71693.94,72061.34,1598.1148,2024-10-30 12:59:59.999,115078988.8555138,339604.0,771.62754,55572458.9095636,0.0
